,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
18384,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,4lLtanYk6tkMvooU0tWzG8,222091,Bruno Mars,Grenade
18385,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293,Mike Posner,Cooler Than Me - Single Mix
18386,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01,7ElF5zxOwYP4qVSWVvse3W,201547,Taio Cruz,Break Your Heart
18387,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800,Usher,DJ Got Us Fallin' In Love (feat. Pitbull)
18391,0.703,0.81,-4.874,0.0424,0.000315,0.0,0.216,0.726,102.978,0RZyUsKfiC7MtiGKatCtGc,216200,Maroon 5,Misery
18392,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,4OSBTYWVwsQhGLF9NHvIbR,228093,Adele,Rolling in the Deep
18393,0.638,0.826,-4.968,0.0479,0.139,0.0,0.0803,0.649,124.072,4lCv7b86sLynZbXhfScfm2,227880,Katy Perry,Firework
18394,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400,Carly Rae Jepsen,Call Me Maybe
18398,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,2LEF1A8DOZ9wRYikWgVlZ8,248133,Flo Rida,Good Feeling
18399,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907,30XU4suKzCeoCK9YFzdufg,260253,Lady Gaga,Born This Way
18400,0.865,0.521,-6.932,0.0371,0.548,0.000115,0.0989,0.748,129.059,1qDrWA6lyx8cLECdZE7TV7,244885,Gotye,Somebody That I Used To Know
18401,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,7pYfyrMNPn3wtoCyqcTVoI,201493,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
18402,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,5rgy6ghBq1eRApCkeUdJXf,250627,fun.,We Are Young (feat. Janelle Monáe)
18403,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014,1ve0SgTZkv3wdggJLqtBYU,262147,LMFAO,Party Rock Anthem
18407,0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,3t4HeVfURZ5DuqMWz0Cmqg,215227,Rihanna,We Found Love
18408,0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,200013,Nicki Minaj,Super Bass
18409,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,4cluDES4hQEUhmXj6TXkSo,199987,One Direction,What Makes You Beautiful
18410,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960,P!nk,Raise Your Glass
18411,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,4QNpBfC0zvjKqPJcyqBy9W,252307,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
18415,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936,The Wanted,Glad You Came
18416,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,3bNv3VuUOKgrf5hu3YcuRo,285240,Adele,Someone Like You
18417,0.651,0.812,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,4mVOwzuPKrMb4CDVe9Q4Hs,230733,Katy Perry,Last Friday Night (T.G.I.F.)
18418,0.794,0.711,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915,386RUes7n1uM1yfzgeUuwp,189109,Bruno Mars,The Lazy Song
18419,0.769,0.684,-5.019,0.0411,0.0105,0.000125,0.0887,0.835,127.972,7ySUcLPVX7KudhnmNcgY2D,243600,Rihanna,S&M
18420,0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,3LUWWox8YYykohBbHUrrxd,204760,Kesha,We R Who We R
18421,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,3C0nOe05EIt1390bVABLyN,284867,Jennifer Lopez,On The Floor
18422,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,63pQm5g0IXLckrv9X3KEyX,210960,Gym Class Heroes,Stereo Hearts (feat. Adam Levine)
18423,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,2EZ2KXLqs9zdRVVMMz1IsH,199480,LMFAO,Sexy And I Know It
18427,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,0laYHRpNTS6i8FXdupHkJ4,188453,Selena Gomez & The Scene,Love You Like A Love Song
18428,0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986,2fQxE0jVrjNMT9oJAXtSJR,231840,Jessie J,Domino
18429,0.699,0.732,-6.307,0.0304,0.0771,0.00198,0.131,0.676,120.028,0LRCcpSgeozipxPpRg5wzx,245853,Ellie Goulding,Lights
18430,0.565,0.646,-4.749,0.0335,0.0412,0.0,0.362,0.481,91.973,3MGJF1CDFGfjXESL2Heva0,213413,P!nk,F**kin' Perfect
18431,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684,36ux3YuUsGTWPT8fXclS45,229573,Katy Perry,E.T.
18432,0.634,0.69,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,6OtCIsQZ64Vs1EbzztvAv4,253307,OneRepublic,Good Life
18433,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,38iU2jg98IZZEIJPrP7aWD,237947,Britney Spears,Till the World Ends
18434,0.689,0.78,-4.945,0.126,0.0886,0.0,0.0954,0.816,99.984,6urcncCIJjypIdKCDqZT82,200093,Hot Chelle Rae,Tonight Tonight
18435,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,3di5hcvxxciiqwMH1jarhY,242974,Adele,Set Fire to the Rain
18436,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3pYDZTJM2tVBUhIRifWVzI,219973,Kesha,Blow
18437,0.668,0.857,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,0QvvVhTatOAgPH7q7r89fE,215693,Cobra Starship,You Make Me Feel... (feat. Sabi)
18438,0.63,0.894,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,6j7hih15xG2cdYwIJnQXsq,218520,Gavin DeGraw,Not Over You
18439,0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,0VwNdo84DaVYLIkbVO86ND,193147,Taylor Swift,We Are Never Ever Getting Back Together
18440,0.597,0.919,-2.954,0.0439,0.000145,0.0,0.282,0.729,113.991,4k80K0b6KZ2QjAYkXON7q6,255587,P!nk,Blow Me (One Last Kiss)
18441,0.743,0.752,-4.813,0.0414,0.0188,0.0,0.287,0.545,110.015,1XGmzt0PVuFgQYYnV2It7A,231173,Maroon 5,Payphone
18442,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,1nInOsHbtotAmEOQhtvnzP,221947,Kelly Clarkson,Stronger (What Doesn't Kill You)
18443,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,67WTwafOMgegV6ABnBQxcE,277040,fun.,Some Nights
18444,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,5JLv62qFIS1DR3zGEcApRt,220947,Katy Perry,Wide Awake
18445,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,0KAiuUOrLTIkzkpfpn9jb9,195973,Train,Drive By
18446,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,2EBCVPNAG46nbgs6jXPGvv,210627,Nicki Minaj,Starships
18447,0.612,0.749,-5.014,0.0446,0.615,0.0,0.167,0.574,120.052,5mFMb5OHI3cN0UjITVztCj,223267,Adele,Rumour Has It
18448,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,6O20JhBJPePEkBdrB5sqRx,225147,Rihanna,Diamonds
18449,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,03UrZgTINDqvnUMbbIMhql,219493,PSY,Gangnam Style (강남스타일)
18450,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,2iUmqdfGZcHIhS3b9E9EWq,177280,Neon Trees,Everybody Talks
18451,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,6Vh03bkEfXqekWp7Y1UBRb,200213,One Direction,Live While We're Young
18452,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,232947,Flo Rida,Wild Ones (feat. Sia)
18453,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,1kPpge9JDLpcj15qgrPbYX,205933,Owl City,Good Time
18454,0.682,0.471,-9.182,0.0301,0.765,0.0,0.0908,0.421,79.907,1K3LRUEcUz5FMtPYyg0F45,163133,The Lumineers,Ho Hey
18455,0.717,0.55,-6.019,0.0521,0.0358,0.00196,0.126,0.332,96.976,3UGIZ8qcrMTwzLbx6Kttqt,171333,Justin Bieber,Boyfriend
18456,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028,1nZzRJbFvCEct3uzu04ZoL,216160,Katy Perry,Part Of Me
18457,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992,12eMQUn2GzfsfsQLH53M19,234693,Usher,Scream
18458,0.716,0.821,-3.435,0.0314,0.0558,0.0,0.0844,0.618,92.997,6cpk00i5TxCqSeqNi2HuIe,219547,Maroon 5,One More Night
18459,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,5InWRmnfgjVwQWoXHNBATu,214013,Cher Lloyd,Want U Back
18460,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,3bC1ahPIYt1btJzSSEyyrF,224653,Flo Rida,Whistle
18461,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,3tyPOhuVnt5zd5kGfxbCyL,242680,Rihanna,Where Have You Been
18462,0.571,0.873,-3.382,0.1,0.0811,0.0,0.361,0.613,139.691,0pwYLVXVknPSGUQb39cePC,229467,Justin Bieber,As Long As You Love Me
18463,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96,6F6TsdD0ijquDSjcr9lgIt,199680,David Guetta,Turn Me On (feat. Nicki Minaj)
18464,0.687,0.792,-4.023,0.0353,0.000802,0.0,0.2,0.864,133.962,3oL3XRtkP1WVbMxf7dtTdu,227333,Katy Perry,The One That Got Away
18465,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,4wkQmYpAaMe41Rc3sYZ7Vz,232800,Calvin Harris,Let's Go (feat. Ne-Yo)
18466,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,5kcE7pp02ezLZaUbbMv3Iq,205640,Nicki Minaj,Pound The Alarm
18467,0.591,0.935,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043,2NniAhAtkRACaMeYt48xlD,247947,Train,50 Ways to Say Goodbye
18468,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.144,0.86,105.009,7MXlTgQeo3IVlMpLnZuhxc,240307,Imagine Dragons,It's Time
18469,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,6F5c58TMEs1byxUstkzVeM,223546,Katy Perry,Roar
18470,0.81,0.793,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,69kOkLUCkxIZYexIgSG8rq,369627,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers)
18471,0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,6CjtS2JZH9RkDz5UVInsa9,235613,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz)
18472,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,6FB3v4YcR57y4tXFcdxI1E,219720,Taylor Swift,I Knew You Were Trouble.
18473,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,1rhXXcrYp9RRObN5gsmqCU,157153,Icona Pop,I Love It (feat. Charli XCX)
18474,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,3w3y8KPTfNeOKPiqUTakBh,233478,Bruno Mars,Locked out of Heaven
18478,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,0GNI8K3VATWBABQFAzBAYe,240707,Rihanna,Stay
18479,0.656,0.674,-5.473,0.0269,0.00242,0.0,0.255,0.369,120.001,1NNAI51EuoRWw1ydX1zV7S,225067,Maroon 5,Daylight
18480,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,2y4lAQpi5VTNLu2ldeTdUH,231240,Miley Cyrus,We Can't Stop
18481,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,5T7ZFtCcOgkpjxcuaeZbw0,200107,One Direction,Best Song Ever
18482,0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,0n4bITAu0Y0nigrz3MFJMb,263827,Robin Thicke,Blurred Lines
18483,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790,Capital Cities,Safe And Sound
18487,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,5Hroj5K7vLpIG4FNCRIjbP,194240,American Authors,Best Day Of My Life
18488,0.388,0.694,-5.769,0.0735,0.118,0.000293,0.082,0.365,145.434,5xZjfKSfTooDP2rcAgjxlH,278373,fun.,Carry On
18489,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,62yJjFtgkhUrXktIoSjgP2,186813,Imagine Dragons,Radioactive
18490,0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,271427,Zedd,Clarity
18494,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,484147,Justin Timberlake,Mirrors
18495,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,5ka2ajep9OAvU5Sgduhiex,212333,Lady Gaga,Applause
18496,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,6sy3LkhNFjJWlaeSMNwQ62,257840,OneRepublic,Counting Stars
18497,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,4v0hWD4N6qefyFrmSGLjTV,210840,Demi Lovato,Heart Attack
18498,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,13P5rwmk2EsoFRIz9UCeh9,237627,Echosmith,Cool Kids
18499,0.633,0.927,-4.468,0.0839,0.0267,0.0,0.0986,0.88,146.097,22skzmqfdWrjJylampe0kt,258432,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton)
18500,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,6LoQHIo74tOzQ8EsLEkhgF,231987,Selena Gomez,Come & Get It
18501,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,2iJuuzV8P9Yz0VSurttIV5,283400,will.i.am,Scream & Shout
18505,0.486,0.769,-5.14,0.0341,0.0119,0.00832,0.197,0.393,131.286,5PRRthP9SLfbXB359MfIWv,276720,Mumford & Sons,I Will Wait
18506,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,6PUIzlqotEmPuBfjbwYWOB,214912,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix
18507,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,2vwlzO0Qp8kfEtzTsCXfyE,221360,Miley Cyrus,Wrecking Ball
18508,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,1obZSxOoO12yWkwY1kY72N,229507,Pitbull,Feel This Moment (feat. Christina Aguilera)
18509,0.602,0.843,-4.831,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,190jyVPHYjAqEaOGmMzdyk,227987,Justin Bieber,Beauty And A Beat
18510,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,55h7vJchibLdUkxdlX3fK7,178560,Bruno Mars,Treasure
18511,0.795,0.596,-3.799,0.219,0.103,0.0,0.164,0.357,101.985,6vt0I1cw1YmAIKDJvHVIM5,326280,Justin Timberlake,Suit & Tie (feat. Jay-Z)
18512,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,219200,Taylor Swift,Shake It Off
18513,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,232720,Pharrell Williams,"Happy - From ""Despicable Me 2"""
18514,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5jE48hhRu8E6zBDPRSkEq7,187920,Meghan Trainor,All About That Bass
18515,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493,One Direction,Story of My Life
18516,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,3W3KtDwAIg3mAruSpnfG3Q,199938,Iggy Azalea,Fancy
18517,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724,Sam Smith,Stay With Me
18518,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,6Vc5wAMmXdKIAM7WUoEb7N,229400,A Great Big World,Say Something
18519,0.645,0.585,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931,5jrdCoLpJSvHHorevXBATy,215672,Katy Perry,Dark Horse
18520,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560,John Legend,All of Me
18521,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,18n3RlT0UNcy2yHImHy8IT,224840,MAGIC!,Rude
18522,0.706,0.786,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,0puf9yIluy9W0vpMEUoAnN,199387,Jessie J,Bang Bang
18523,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,3x2YIvkLcxvZQsA5x6xyIR,169866,Charli XCX,Boom Clap
18524,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,67awxiNHNyjMXhVgsHuIrs,213733,DJ Snake,Turn Down for What
18525,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,4X4tgBEUiT6WqB2oTJ5ynH,177685,Jason Derulo,Talk Dirty (feat. 2 Chainz)
18526,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994,5eqiMMbaeUZ32Q7sS00H35,260240,Nicki Minaj,Anaconda
18527,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,0FDzzruyVECATHXKHFs9eJ,267867,Coldplay,A Sky Full of Stars
18528,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.008,7vS3Y0IKjde7Xg85LWIEdP,193920,Ariana Grande,Problem
18529,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,3tgZ9vmhuAY9wEoNUJskzV,204200,Pitbull,Timber (feat. Ke$ha)
18530,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,2s1sdSqGcKxpPr5lCl7jAV,216120,Sia,Chandelier
18531,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,Nico & Vinz,Am I Wrong
18532,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,48RrDBpOSSl1aLVCalGl5C,250189,Eminem,The Monster
18533,0.494,0.951,-4.237,0.132,0.000569,0.0,0.327,0.441,160.025,1CQ2cMfrmFM1YdfmjENKVE,202496,5 Seconds of Summer,She Looks So Perfect
18534,0.806,0.608,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,1huvTbEYtgltjQRXzrNKGi,219840,Ed Sheeran,Don't
18535,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,4gbVRS8gloEluzf0GzDOFc,189960,Maroon 5,Maps
18536,0.706,0.728,-3.602,0.0852,0.123,0.0,0.185,0.851,121.017,3xSp2wM7K4wrjZivuCRwox,201600,Demi Lovato,Really Don't Care
18537,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,0.386,98.052,0Dc7J9VPV4eOInoxUiZrsL,266840,Jeremih,Don't Tell 'Em
18541,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,71vsEyBd4X1D5BUmLdFSVH,209423,Iggy Azalea,Black Widow
18542,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084,1oew3nFNY3vMacJAsvry0S,193733,Rixton,Me And My Broken Heart
18543,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,6YUTL4dYpB9xZO5qExPf05,222533,Calvin Harris,Summer
18544,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961,3G6hD9B2ZHOsgf4WfNu7X1,193059,Lorde,Team
18545,0.533,0.755,-7.25,0.0419,0.0332,0.0,0.233,0.472,86.034,4e6ZN0EcEqYx74BTC5xQzy,255907,Aloe Blacc,The Man
18546,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,5J4ZkQpzMUFojo1CtAZYpn,236133,Ariana Grande,Love Me Harder
18547,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,1j8z4TTjJ1YOdoFEDwJTQa,296520,Paramore,Ain't It Fun
18548,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,04aAxqtGp5pv12UXAg4pkq,228360,Fall Out Boy,Centuries
18552,0.697,0.621,-6.886,0.25,0.0802,0.0,0.162,0.721,81.946,1MzXFDFEdndvOReLnoZ0p7,193296,Jason Derulo,Wiggle (feat. Snoop Dogg)
18553,0.526,0.818,-5.952,0.0358,0.0587,0.0,0.333,0.896,171.96,6VrLYoQKdhu1Jruei06t65,185098,The Vamps,Somebody To You
18554,0.7,0.701,-3.834,0.161,0.013,0.0,0.461,0.38,93.012,2RqtfcLB7iOZj0zYB8Auhu,223107,Nick Jonas,Jealous
18555,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,3DmW6y7wTEYHJZlLo1r6XJ,206167,Becky G,Shower
18556,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,12KUFSHFgT0XCoiSlvdQi4,214840,Ariana Grande,Break Free
18557,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,07nH4ifBxUB4lZcsf44Brn,212960,Calvin Harris,Blame (feat. John Newman)
18558,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,22VdIZQfgXJea34mQxlt81,213520,The Weeknd,Can't Feel My Face
18559,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16,6xsEAm6w9oMQYYg3jkEkMT,200107,Taylor Swift,Bad Blood
18560,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,0wwPcA6wtMf6HUMpIRdeP7,267067,Drake,Hotline Bling
18564,0.782,0.685,-6.237,0.0309,0.166,1.18e-05,0.16,0.603,118.016,7vFoFDWqTX0mHzLfrF1Cfy,180566,OMI,Cheerleader - Felix Jaehn Remix Radio Edit
18565,0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,41Fflg7qHiVOD6dEPvsCzO,224573,Fifth Harmony,Worth It (feat. Kid Ink)
18569,0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,70eDxAyAraNTiD6lx2ZEnH,202173,Elle King,Ex's & Oh's
18570,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080,WALK THE MOON,Shut Up and Dance
18574,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,3uwnnTQcHM1rDqSfA4gQNz,214740,Demi Lovato,Cool for the Summer
18575,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,3dYD57lRAUcMHufyqn9GcI,241688,Hozier,Take Me To Church
18576,0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,37f4ITSlgPX81ad2EvmVQr,204013,Rachel Platten,Fight Song
18577,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,5cKhVlFn0Kuq68V56lSLvW,195200,X Ambassadors,Renegades
18578,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,2iuZJX9X9P0GKaE93xcPjk,235493,Maroon 5,Sugar
18579,0.752,0.775,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014,4MflGTO2ZTcSQ12bWcyRgI,199263,Andy Grammer,"Honey, I'm Good."
18588,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,5RIVoVdkDLEygELLCniZFr,185143,Silentó,Watch Me (Whip / Nae Nae)
18589,0.489,0.597,-6.633,0.0292,0.27,0.0,0.105,0.324,95.012,0Cy7wt6IlRfBPHXXjmZbcP,253520,Ellie Goulding,Love Me Like You Do
18590,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,2JzZzZUQj3Qff7wapcbKjc,229526,Wiz Khalifa,See You Again (feat. Charlie Puth)
18591,0.623,0.962,-2.616,0.0895,0.103,0.000174,0.264,0.676,149.963,5PUawWFG1oIS2NwEcyHaCr,211573,Fall Out Boy,Uma Thurman
18595,0.607,0.673,-6.484,0.0611,0.181,0.0,0.069,0.215,88.952,5xdVqHtFS0eLuNp4Z8Wbpa,221280,Selena Gomez,Good For You
18611,0.658,0.282,-8.282,0.0353,0.433,0.0,0.0741,0.39,119.757,1cQ3LIkZE68pMSnPhZWXLu,277724,The Weeknd,Earned It (Fifty Shades Of Grey)
18615,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,250286,Jack Ü,Where Are Ü Now (with Justin Bieber)
18616,0.752,0.754,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789,5jsw9uXEGuKyJzs0boZ1bT,206880,Shawn Mendes,Stitches
18617,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,2YWjW3wwQIBLNhxWKBQd16,176561,Major Lazer,Lean On (feat. MØ & DJ Snake)
18618,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,0NTMtAO2BV4tnGvw9EgBVq,219306,Rihanna,Bitch Better Have My Money
18634,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,207719,Jason Derulo,Want to Want Me
